x,y,z,Ground Truth
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060059,0.038452,-1.022217,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060547,0.036377,-1.02063,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060303,0.038818,-1.019897,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060669,0.038452,-1.023804,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.060303,0.03894,-1.025391,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039795,-1.026978,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059692,0.039551,-1.02356,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059204,0.039062,-1.02124,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059082,0.039062,-1.020752,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.059692,0.037231,-1.02356,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.060303,0.03772,-1.023804,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.06189,0.037231,-1.022827,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.061401,0.037231,-1.022949,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.060791,0.03772,-1.020752,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.059937,0.038818,-1.022339,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.060059,0.04126,-1.027344,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.05957,0.04187,-1.021362,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.059448,0.041016,-1.022705,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.05957,0.040527,-1.023926,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.060669,0.03833,-1.020508,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.059814,0.036987,-1.022461,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.060425,0.035522,-1.023438,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.061401,0.03418,-1.022827,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.059814,0.035278,-1.025024,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.061035,0.037231,-1.023193,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060913,0.039551,-1.019897,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.042603,-1.024292,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.060303,0.043701,-1.021362,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.059937,0.043579,-1.022461,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.058594,0.042847,-1.02478,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059937,0.039185,-1.023438,Prone
0.059692,0.036133,-1.02002,Prone
0.059692,0.036133,-1.02002,Prone
0.059692,0.036133,-1.02002,Prone
0.059692,0.036133,-1.02002,Prone
